rep,N,alpha,m0_target,m0_realized,z_init,tau_z,m_final,m_other_max,r_active,r_z,t_final,converged,closed_frac,time_since_last_switch,m_ungated,r_ungated,ungated_converged,t_ungated
0,1000,0.1,0.8999999761581421,0.8999998569488525,all_open,100.0,0.98834890127182,0.0937180072069168,1.3217309809256667e-06,0.0012716344790533,703.0000000000913,1.0,0.509,50.70000000001153,0.9883503913879396,2.349311444049817e-06,1.0,31.0
0,1000,0.1,0.8999999761581421,0.8999998569488525,all_open,300.0,0.9883501529693604,0.0937179550528526,1.6160733787243689e-06,0.0017833921592682,2007.9999999992688,1.0,0.509,50.29999999995425,0.9883503913879396,2.349311444049817e-06,1.0,31.0
0,1000,0.2,0.5,0.4999999701976776,random,0.1000000014901161,0.7096003890037537,0.108075700700283,5.318749745892171e-05,3.2538464438403025e-06,119.99999999999746,1.0,0.512,50.09999999999715,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,random,0.3000000119209289,0.7181833386421204,0.1069734469056129,1.17228561197161e-05,1.5248350564434077e-06,182.9999999999939,1.0,0.513,50.9999999999971,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,random,1.0,0.7280565500259399,0.1394949406385421,1.2643287135139495e-06,5.105544573780207e-07,130.99999999999685,1.0,0.516,50.59999999999714,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,random,3.0,0.7278528213500977,0.1280486136674881,8.682431152297672e-07,1.3511864835891174e-06,115.99999999999768,1.0,0.513,50.9999999999971,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,random,10.0,0.7043511867523193,0.14167021214962,8.934950791961458e-07,7.327618277486181e-06,150.9999999999957,1.0,0.495,50.59999999999714,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,random,30.0,0.6929331421852112,0.1476767212152481,1.0148228284231002e-06,0.0018767054425552,464.000000000037,1.0,0.504,50.30000000001144,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,random,100.0,0.553898274898529,0.2035317420959472,1.0552592157280308e-06,0.0019895094446837,1570.999999999667,1.0,0.5,145.6999999998675,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,random,300.0,0.6111366152763367,0.1661189496517181,1.162968971002714e-06,0.0019971595611423,2230.9999999990664,1.0,0.501,144.8999999998682,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,all_open,0.1000000014901161,0.7577440738677979,0.100760780274868,1.3299095997336068e-05,7.230289611470653e-07,72.00000000000018,1.0,0.527,50.90000000000016,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,all_open,0.3000000119209289,0.7845444679260254,0.1099173575639724,1.2680184069634942e-05,1.6582157513767015e-06,163.99999999999497,1.0,0.517,50.49999999999714,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,all_open,1.0,0.7798172831535339,0.1354563534259796,6.193067413441116e-05,2.5804205506574363e-05,150.9999999999957,1.0,0.514,50.39999999999715,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,all_open,3.0,0.7592911720275879,0.1545251458883285,1.2442399801360022e-06,1.458303472645639e-06,100.99999999999854,1.0,0.511,50.19999999999808,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,all_open,10.0,0.6286287903785706,0.2088916897773742,1.0813501569330648e-06,4.812894530914491e-06,177.99999999999417,1.0,0.487,50.49999999999714,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,all_open,30.0,0.4710474014282226,0.2449154108762741,1.033484802232495e-06,0.0003396674292162,257.99999999999017,1.0,0.499,50.19999999999769,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,all_open,100.0,0.2677249610424042,0.2638426125049591,1.1658356156697943e-06,0.0017876495840027,680.0000000000861,1.0,0.515,50.80000000001155,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.5,0.4999999701976776,all_open,300.0,0.2134437263011932,0.2611981034278869,1.442059087067859e-06,0.0019978669006377,1985.9999999992888,1.0,0.521,323.299999999706,0.1705291718244552,7.333945632126415e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,random,0.1000000014901161,0.8112953901290894,0.0874548181891441,5.277929510093205e-05,3.289867890998721e-06,116.99999999999764,1.0,0.517,50.59999999999712,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,random,0.3000000119209289,0.816166341304779,0.0889269262552261,1.444173594311793e-05,1.858570158219664e-06,121.99999999999734,1.0,0.518,50.79999999999711,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
0,1000,0.2,0.699999988079071,0.699999988079071,random,1.0,0.8305045366287231,0.0962709710001945,1.047633056955472e-06,4.675607101489733e-07,92.999999999999,1.0,0.513,50.99999999999866,0.2052347213029861,1.4010913673700998e-06,1.0,562.0
