alpha,m0_target,z_init,tau_z,m_mean,m_ci_low,m_ci_high,count,converged_fraction,median_r_active,median_r_z,max_t_final
0.4,0.699999988079071,all_open,300.0,0.2719960045069456,0.24510397017002103,0.30377135435119273,8,1.0,1.077500108473794e-06,0.0019954164745286003,2015.999999999262
0.4,0.699999988079071,random,0.1000000014901161,0.6437761932611465,0.622006006538868,0.662280554883182,8,1.0,9.485997749433722e-07,6.832310006643638e-08,325.0000000000054
0.4,0.699999988079071,random,0.3000000119209289,0.6429488658905029,0.6046388372778893,0.6679870709776878,8,1.0,1.6450190494604123e-06,2.0248642584874688e-07,365.0000000000145
0.4,0.699999988079071,random,1.0,0.6480562835931778,0.6252960242331028,0.6702489873394369,8,1.0,1.113141841537326e-06,4.797065713546544e-07,328.0000000000061
0.4,0.699999988079071,random,3.0,0.6396474987268448,0.6128796935081482,0.664773909561336,8,1.0,1.7277121284282954e-06,2.337496027848829e-06,295.9999999999988
0.4,0.699999988079071,random,10.0,0.6168159022927284,0.5848378052935004,0.6444757789373398,8,1.0,1.1387883299438674e-06,1.5772552615089808e-05,616.0000000000715
0.4,0.699999988079071,random,30.0,0.5841075405478477,0.5620525695383549,0.6046910509467125,8,1.0,3.6162954486724756e-06,0.0009170748526229999,859.0000000001268
0.4,0.699999988079071,random,100.0,0.5487253330647945,0.5201676479540766,0.5784007012844086,8,1.0,8.90770766128989e-07,0.0019907465903088,1826.9999999994336
0.4,0.699999988079071,random,300.0,0.5120884627103806,0.47670161286368967,0.5423750542104244,8,1.0,1.1053484283284071e-06,0.00199439178686585,5895.0000000039145
0.4,0.8999999761581421,all_open,0.1000000014901161,0.7414289712905884,0.698269322887063,0.7845588997006416,8,1.0,9.116112508610801e-07,7.070439167478072e-08,337.00000000000813
0.4,0.8999999761581421,all_open,0.3000000119209289,0.7609418481588364,0.7266226971521974,0.796225356683135,8,1.0,1.359055039152877e-06,1.5625119687001646e-07,501.0000000000454
0.4,0.8999999761581421,all_open,1.0,0.7709183394908905,0.7324573421850801,0.8090186832472682,8,1.0,3.279288994041063e-06,1.3320722018761444e-06,252.9999999999899
0.4,0.8999999761581421,all_open,3.0,0.7063102945685387,0.6748659521341324,0.7359456568956375,8,1.0,1.1698799778915394e-06,1.604610588401556e-06,464.000000000037
0.4,0.8999999761581421,all_open,10.0,0.5387713573873043,0.5103757046163082,0.5705762133002281,8,1.0,1.1234276712167185e-06,1.2043062270095106e-05,271.9999999999933
0.4,0.8999999761581421,all_open,30.0,0.4111385829746723,0.37344279335811736,0.4438876210711896,8,1.0,1.0075875088802802e-06,0.00041955652704925,298.9999999999995
0.4,0.8999999761581421,all_open,100.0,0.30128956213593483,0.2731083154678345,0.32801936557516453,8,1.0,1.0650663923304998e-06,0.00166106055257835,718.0000000000947
0.4,0.8999999761581421,all_open,300.0,0.26753899827599525,0.233143237279728,0.29995594802312553,8,1.0,1.0295729327284072e-06,0.0019961269572376502,1994.999999999281
0.4,0.8999999761581421,random,0.1000000014901161,0.7407140508294106,0.6949883252382278,0.7851435989141464,8,1.0,1.3564366158985865e-06,9.468240236287786e-08,532.0000000000524
0.4,0.8999999761581421,random,0.3000000119209289,0.7378072217106819,0.7008472269400954,0.770012273453176,8,1.0,9.81222093971826e-07,1.2283259209766584e-07,391.0000000000204
0.4,0.8999999761581421,random,1.0,0.7318108081817627,0.6942578027024865,0.7653724696487189,8,1.0,1.1265226183225622e-06,5.03317437505757e-07,456.0000000000352
0.4,0.8999999761581421,random,3.0,0.7338985204696655,0.6925579905509949,0.7671879101544619,8,1.0,1.0126514726168918e-06,1.4546487818734022e-06,571.0000000000613
0.4,0.8999999761581421,random,10.0,0.694259375333786,0.658570559695363,0.728446289896965,8,1.0,1.0957303658523696e-06,2.1552787075052038e-05,462.00000000003655
0.4,0.8999999761581421,random,30.0,0.6627024859189987,0.6319522233679891,0.6922710420563817,8,1.0,9.688177643077508e-07,0.0008092239149846,892.0000000001343
0.4,0.8999999761581421,random,100.0,0.6199187561869621,0.5760183023288846,0.6525139138102531,8,1.0,9.14110007640439e-07,0.001932504994329,2052.9999999992283
0.4,0.8999999761581421,random,300.0,0.6318686529994011,0.6029185390099883,0.6597206369042397,8,1.0,9.288861135047459e-07,0.0019961269572376997,3927.999999997523
0.5,0.5,all_open,0.1000000014901161,0.5136798918247223,0.4972124917432666,0.5301456168293953,8,1.0,1.2290799919348446e-06,8.709444543342215e-08,464.000000000037
0.5,0.5,all_open,0.3000000119209289,0.555600956082344,0.5320585817098618,0.5790557423606515,8,1.0,1.9905741337996043e-06,2.5422659177820606e-07,458.0000000000357
0.5,0.5,all_open,1.0,0.6002277433872223,0.5783087015151978,0.6234631538391113,8,1.0,1.0131583745034926e-06,4.522543122220668e-07,358.0000000000129
0.5,0.5,all_open,3.0,0.5395933799445629,0.5093935850076378,0.5702967179939151,8,1.0,1.0699326006832682e-06,1.4140709367893578e-06,220.99999999999173
0.5,0.5,all_open,10.0,0.4448513947427273,0.4118419848382473,0.4774332195520401,8,1.0,1.0310006241503239e-06,1.6713393051759336e-05,464.000000000037
0.5,0.5,all_open,30.0,0.3524620309472084,0.319644782692194,0.38445868724957105,8,1.0,1.0941505650271268e-06,0.0005627264035865,377.0000000000172
0.5,0.5,all_open,100.0,0.28586225025355816,0.25493739545345306,0.3174974322319031,8,1.0,1.0908298038663754e-06,0.0019926014356314503,708.0000000000924
0.5,0.5,all_open,300.0,0.23948598280549044,0.21015221439301965,0.27433194289915247,8,1.0,1.1100365836553733e-06,0.00199627655092625,2000.999999999276
0.5,0.5,random,0.1000000014901161,0.5242250859737396,0.49927380830049517,0.5477683171629906,8,1.0,9.461887935637625e-07,6.44238014047005e-08,377.0000000000172
0.5,0.5,random,0.3000000119209289,0.5208808779716492,0.5062794461846352,0.5391919322311878,8,1.0,8.937273509404259e-07,1.087443983749381e-07,412.0000000000252
0.5,0.5,random,1.0,0.5325669981539249,0.5103831104934216,0.5566952852532268,8,1.0,9.988085914946086e-07,4.404142970315661e-07,640.000000000077
0.5,0.5,random,3.0,0.48931607976555824,0.4613853134214878,0.5236555465497077,8,1.0,1.2255646123181093e-06,1.663747468683141e-06,460.0000000000361
0.5,0.5,random,10.0,0.4588065780699253,0.43124736100435257,0.48580102249979973,8,1.0,9.881821800525455e-07,1.0734996976680122e-05,437.00000000003087
0.5,0.5,random,30.0,0.441576037555933,0.40953536331653595,0.47251106798648834,8,1.0,9.173879271533304e-07,0.00064746636780905,1481.9999999997476
0.5,0.5,random,100.0,0.39937080070376396,0.35148795135319233,0.4439530074596405,8,1.0,9.439275975962992e-07,0.0019832882098853,1826.9999999994336
0.5,0.5,random,300.0,0.4017331637442112,0.3636824063025415,0.43863766640424723,8,1.0,1.0601595885305922e-06,0.0019975489703938,4662.9999999994325
0.5,0.699999988079071,all_open,0.1000000014901161,0.6389028877019882,0.5969272466376424,0.6777936447411775,8,1.0,1.1257743401181115e-06,7.718413641555344e-08,340.0000000000088
0.5,0.699999988079071,all_open,0.3000000119209289,0.6593239530920982,0.6191906034946442,0.7004080293700099,8,1.0,1.1498560220717557e-06,1.3819850863683314e-07,263.9999999999916
0.5,0.699999988079071,all_open,1.0,0.6484203189611435,0.6134718433022499,0.6843298003077507,8,1.0,1.105501422417977e-06,4.7367711886181496e-07,630.0000000000747
0.5,0.699999988079071,all_open,3.0,0.6262028738856316,0.5920703262090683,0.6669995259493589,8,1.0,1.0674895101190973e-06,1.5005514342192328e-06,403.0000000000232
0.5,0.699999988079071,all_open,10.0,0.48587730899453163,0.45438461378216743,0.520709466189146,8,1.0,1.0949633531284937e-06,3.4648485780053306e-05,282.99999999999585
0.5,0.699999988079071,all_open,30.0,0.3726869001984596,0.3374299333430827,0.4100111126899719,8,1.0,1.1122375888577336e-06,0.0008420826052315,256.99999999998994
0.5,0.699999988079071,all_open,100.0,0.3025828916579485,0.27573566883802414,0.3281045694835484,8,1.0,1.1000226331190546e-06,0.0019870147807523,708.0000000000924
0.5,0.699999988079071,all_open,300.0,0.28400113619863987,0.25842553377151484,0.3108000587671995,8,1.0,1.1073805576411166e-06,0.0019946529064327,1987.999999999288
0.5,0.699999988079071,random,0.1000000014901161,0.6061241328716278,0.5797591879963875,0.6446103302761912,8,1.0,9.24328851832052e-07,6.302624910858867e-08,578.0000000000629
0.5,0.699999988079071,random,0.3000000119209289,0.622323602437973,0.5768224183470011,0.6666141780093312,8,1.0,9.740520304424167e-07,1.1536909028109224e-07,527.0000000000513
0.5,0.699999988079071,random,1.0,0.6177342385053635,0.5911203771829605,0.6473453365266323,8,1.0,9.694667805206135e-07,4.50330134071919e-07,353.00000000001177
0.5,0.699999988079071,random,3.0,0.6349080950021744,0.6097537258639931,0.6656414344906807,8,1.0,9.043916959936093e-07,1.3544869261750137e-06,461.0000000000363
0.5,0.699999988079071,random,10.0,0.572057455778122,0.5419512689113617,0.6031161397695541,8,1.0,9.596436657293318e-07,3.9069731428753585e-05,373.0000000000163
0.5,0.699999988079071,random,30.0,0.5217106752097607,0.49683265956118705,0.5502106249332428,8,1.0,9.520935840024486e-07,0.0008037296356633,802.0000000001138
0.5,0.699999988079071,random,100.0,0.49793747812509537,0.4768936445005238,0.5216358426958322,8,1.0,9.53729632416016e-07,0.00196721847169095,1603.9999999996369
0.5,0.699999988079071,random,300.0,0.5093451477587223,0.4852636456489563,0.5373727273195982,8,1.0,1.0191895691888425e-06,0.0019952432485297,5412.000000002157
0.5,0.8999999761581421,all_open,0.1000000014901161,0.7150004133582115,0.6804947853088379,0.746517583169043,8,1.0,9.612760242933147e-07,7.112278055387834e-08,277.9999999999947
0.5,0.8999999761581421,all_open,0.3000000119209289,0.7046395093202591,0.6739946082234383,0.7386726258322597,8,1.0,9.737140556515563e-07,1.2250911396449737e-07,388.0000000000197
0.5,0.8999999761581421,all_open,1.0,0.6857016831636429,0.6421110928058624,0.726347498036921,8,1.0,1.0225376162201318e-06,4.7328775565347314e-07,290.99999999999767
0.5,0.8999999761581421,all_open,3.0,0.6680553779006004,0.6441686671227217,0.6943889137357473,8,1.0,1.1157542570658432e-06,1.4591619788006938e-06,253.99999999998985
0.5,0.8999999761581421,all_open,10.0,0.5247557163238525,0.49917828664183617,0.5512784902006388,8,1.0,1.1680015898744447e-06,2.8055690563633107e-05,308.00000000000153
0.5,0.8999999761581421,all_open,30.0,0.39762459695339203,0.3642983328551054,0.42903442680835724,8,1.0,1.0923295241531097e-06,0.00112039651139635,271.9999999999933
0.5,0.8999999761581421,all_open,100.0,0.31227050721645355,0.2900992766954005,0.3396000787615776,8,1.0,1.1368052163864958e-06,0.0019855193095281,839.0000000001222
0.5,0.8999999761581421,all_open,300.0,0.28053187020123005,0.25993057154119015,0.3009963817894459,8,1.0,1.1481507745492035e-06,0.0019965606043115,1993.999999999282
0.5,0.8999999761581421,random,0.1000000014901161,0.7053761854767799,0.6625225245952606,0.7453788593411446,8,1.0,9.779883902528963e-07,6.764166826656037e-08,615.0000000000713
0.5,0.8999999761581421,random,0.3000000119209289,0.7076898962259293,0.670530304312706,0.7474215321242809,8,1.0,1.0524971453137738e-06,1.3273710308681075e-07,434.0000000000302
0.5,0.8999999761581421,random,1.0,0.7115679159760475,0.6639468312263489,0.7565209792926907,8,1.0,9.705375902673889e-07,4.549883385607245e-07,359.0000000000132
0.5,0.8999999761581421,random,3.0,0.7036075592041016,0.6710519501939416,0.738969257287681,8,1.0,9.257144207725621e-07,1.407512286277779e-06,336.0000000000079
0.5,0.8999999761581421,random,10.0,0.6647531241178513,0.634232796728611,0.6963105499744415,8,1.0,9.53418730322598e-07,2.3388202862406615e-05,349.00000000001086
0.5,0.8999999761581421,random,30.0,0.608935035765171,0.5722719971090555,0.6478009914979339,8,1.0,9.855344378380296e-07,0.00079015447408885,841.0000000001227
0.5,0.8999999761581421,random,100.0,0.5775283575057983,0.5481426127254962,0.6073630198836326,8,1.0,9.912916149270077e-07,0.0019841857720166002,1548.999999999687
0.5,0.8999999761581421,random,300.0,0.5578749962151051,0.5311398549936712,0.5842101201415062,8,1.0,9.952582769046283e-07,0.00199796678498385,4156.999999997592
